3 ,0,1:43.315
6 ,0.769 ,1:44.084
26 ,2.176 ,1:45.491
11 ,3.059 ,1:46.374
27 ,3.666 ,1:46.981
55 ,4.224 ,1:47.539
19 ,4.771 ,1:48.086
5 ,5.336 ,1:48.651
22 ,5.709 ,1:49.024
77 ,6.008 ,1:49.323
9 ,6.896 ,1:50.211
33 ,7.130 ,1:50.445
14 ,7.696 ,1:51.011
20 ,8.187 ,1:51.502
94 ,8.657 ,1:51.972
30 ,9.295 ,1:52.610
21 ,9.878 ,1:53.193
88 ,10.501 ,1:53.816
8 ,PIT  ,1:59.728
7 ,PIT  ,2:04.621
44 ,PIT  ,2:10.729
12 ,PIT  ,2:50.226
3 ,0,1:42.309
6 ,0.753 ,1:42.293
26 ,2.885 ,1:43.018
11, 4.079 ,1:43.329
27 ,5.035 ,1:43.678
55 ,5.763 ,1:43.848
5 ,6.573 ,1:43.546
22 ,7.380 ,1:43.980
19 ,7.969 ,1:45.507
77 ,8.278 ,1:44.579
33 ,8.805 ,1:43.984
9 ,9.696 ,1:45.109
14 ,10.401 ,1:45.014
20 ,11.047 ,1:45.169
94 ,11.704 ,1:45.356
30 ,12.871 ,1:45.885
21 ,13.158 ,1:45.589
88 ,13.949 ,1:45.757
7 ,46.644 ,2:07.647
44 ,51.143 ,2:06.038
8 ,72.050 ,2:37.946
12 ,101.216 ,2:16.614
6 ,0,1:42.469
26 ,3.171 ,1:43.508
11 ,4.568 ,1:43.711
27 ,6.105 ,1:44.292
55 ,6.403 ,1:43.862
5 ,6.886 ,1:43.535
22 ,7.774 ,1:43.616
77 ,8.922 ,1:43.866
19 ,9.367 ,1:44.620
33 ,10.146 ,1:44.563
9 ,11.433 ,1:44.959
14 ,12.009 ,1:44.830
20 ,12.736 ,1:44.911
3 ,PIT  ,1:56.349
94 ,14.016 ,1:45.534
30 ,15.754 ,1:46.105
21 ,16.220 ,1:46.284
88 ,16.865 ,1:46.138
7 ,45.000 ,1:41.578
44 ,49.214 ,1:41.293
8 ,71.918 ,1:43.090
6 ,0,1:50.507
12 ,1 LAP ,1:53.288
26 ,PIT  ,1:55.312
11 ,PIT  ,1:57.617
19 ,15.364 ,1:56.504
5 ,PIT  ,1:59.537
27 ,PIT  ,2:00.703
55 ,PIT  ,2:00.821
22 ,PIT  ,1:59.946
77 ,PIT  ,1:59.463
14 ,18.286 ,1:56.784
33 ,PIT  ,1:59.933
94 ,20.977 ,1:57.468
9 ,PIT  ,2:00.682
21 ,23.576 ,1:57.863
20 ,PIT  ,2:01.499
30 ,24.390 ,1:59.143
88 ,26.365 ,2:00.007
3 ,42.564 ,2:19.944
7 ,58.340 ,2:03.847
44 ,65.042 ,2:06.335
8 ,93.787 ,2:12.376
6 ,0,2:24.578
12 ,1 LAP ,2:24.578
19 ,6.338 ,2:15.552
14 ,10.355 ,2:16.647
94 ,13.259 ,2:16.860
21 ,14.599 ,2:15.601
26 ,15.364 ,2:31.966
30 ,16.636 ,2:16.824
88 ,17.750 ,2:15.963
11 ,18.610 ,2:31.510
77 ,23.643 ,2:30.343
22 ,24.968 ,2:32.333
55 ,25.731 ,2:33.592
27 ,26.510 ,2:34.787
9 ,28.040 ,2:31.010
5 ,29.695 ,2:38.357
20 ,31.147 ,2:31.997
3 ,33.430 ,2:15.444
33 ,33.795 ,2:38.801
7 ,49.401 ,2:15.639
44 ,PIT  ,2:18.201
8 ,84.012 ,2:14.803
6 ,0,2:26.533
12 ,1 LAP ,2:26.598
19 ,2.057 ,2:22.252
14 ,2.738 ,2:18.916
94 ,3.703 ,2:16.977
21 ,4.823 ,2:16.757
26 ,6.023 ,2:17.192
30 ,6.840 ,2:16.737
88 ,7.969 ,2:16.752
11 ,8.836 ,2:16.759
77 ,9.761 ,2:12.651
22 ,11.395 ,2:12.960
55 ,12.393 ,2:13.195
27 ,13.127 ,2:13.150
9 ,14.801 ,2:13.294
