27 ,23.133 ,1:57.141
19 ,PIT  ,1:56.413
12 ,PIT  ,1:59.900
53 ,PIT  ,2:00.480
13 ,PIT  ,1:57.453
22 ,63.740 ,2:18.536
9 ,64.827 ,1:54.207
14 ,PIT  ,1:57.493
3 ,PIT  ,1:54.143
6 ,PIT  ,1:55.927
26 ,PIT  ,1:55.118
11 ,PIT  ,1:56.230
7 ,PIT  ,1:56.885
55 ,PIT  ,1:57.170
27 ,PIT  ,1:57.177
44 ,30.767 ,2:16.171
5 ,39.925 ,2:13.099
33 ,41.004 ,2:13.688
19 ,54.518 ,2:16.202
22 ,61.435 ,1:51.838
53 ,1 LAP ,2:19.339
12 ,1 LAP ,2:26.051
9 ,PIT  ,2:00.414
13 ,77.657 ,2:20.402
14 ,118.003 ,2:15.383
3 ,0,2:18.388
6 ,3.119 ,2:13.229
26 ,4.705 ,2:13.985
44 ,5.584 ,1:53.205
5 ,10.492 ,1:48.955
33 ,12.217 ,1:49.601
11 ,18.679 ,2:18.246
55 ,18.982 ,2:12.973
27 ,22.858 ,2:15.079
19 ,29.369 ,1:53.239
22 ,32.707 ,1:49.660
53 ,1 LAP ,1:53.122
12 ,1 LAP ,1:57.459
13 ,53.273 ,1:54.004
7 ,PIT  ,3:02.298
9 ,74.519 ,2:21.809
14 ,90.048 ,1:50.433
3 ,0,1:49.539
6 ,1.046 ,1:47.466
26 ,4.820 ,1:49.654
44 ,5.632 ,1:49.587
5 ,8.334 ,1:47.381
33 ,11.065 ,1:48.387
55 ,18.213 ,1:48.770
11 ,20.774 ,1:51.634
27 ,21.563 ,1:48.244
19 ,30.108 ,1:50.278
22 ,32.028 ,1:48.860
53 ,1 LAP ,1:51.636
12 ,1 LAP ,1:52.695
13 ,54.166 ,1:50.432
9 ,77.085 ,1:52.105
14 ,88.356 ,1:47.847
7 ,101.170 ,2:23.062
6 ,0,1:46.148
3 ,1.156 ,1:48.350
44 ,5.575 ,1:47.137
26 ,6.557 ,1:48.931
5 ,8.028 ,1:46.888
33 ,11.009 ,1:47.138
55 ,18.673 ,1:47.654
27 ,20.370 ,1:46.001
11 ,23.513 ,1:49.933
19 ,31.145 ,1:48.231
22 ,32.925 ,1:48.091
53 ,1 LAP ,1:53.346
13 ,57.427 ,1:50.455
12 ,1 LAP ,1:53.996
9 ,79.115 ,1:49.224
14 ,89.901 ,1:48.739
7 ,102.434 ,1:48.458
6 ,0,1:43.999
3 ,3.630 ,1:46.473
44 ,6.706 ,1:45.130
26 ,9.055 ,1:46.497
5 ,9.829 ,1:45.800
33 ,13.379 ,1:46.369
27 ,21.946 ,1:45.575
55 ,22.805 ,1:48.131
11 ,27.550 ,1:48.036
22 ,35.839 ,1:46.913
19 ,PIT  ,2:00.606
53 ,1 LAP ,1:50.929
13 ,61.602 ,1:48.174
12 ,1 LAP ,1:50.190
9 ,84.358 ,1:49.242
14 ,92.267 ,1:46.365
6 ,0,1:43.534
7 ,1 LAP ,1:48.774
3 ,6.156 ,1:46.060
44 ,7.987 ,1:44.815
5 ,11.480 ,1:45.185
26 ,12.902 ,1:47.381
33 ,15.960 ,1:46.115
27 ,23.507 ,1:45.095
55 ,25.495 ,1:46.224
11 ,31.491 ,1:47.475
22 ,38.813 ,1:46.508
53 ,1 LAP ,1:50.017
13 ,66.946 ,1:48.878
12 ,1 LAP ,1:49.907
9 ,88.205 ,1:47.381
14 ,95.056 ,1:46.323
6 ,0,1:43.231
7 ,1 LAP ,1:46.186
3 ,9.192 ,1:46.267
44 ,10.026 ,1:45.270
5 ,13.603 ,1:45.354
26 ,15.724 ,1:46.053
33 ,18.884 ,1:46.155
27 ,25.591 ,1:45.315
55 ,28.468 ,1:46.204
11 ,34.932 ,1:46.672
22 ,41.474 ,1:45.892
53 ,1 LAP ,1:50.247
13 ,73.151 ,1:49.436
12 ,1 LAP ,1:49.685
9 ,93.824 ,1:48.850
14 ,97.746 ,1:45.921
6 ,0,1:43.280
44 ,10.654 ,1:43.908
3 ,11.741 ,1:45.829
5 ,15.527 ,1:45.204
26 ,18.552 ,1:46.108
33 ,21.207 ,1:45.603
7 ,PIT  ,1:59.833
27 ,27.975 ,1:45.664
55 ,31.199 ,1:46.011
11 ,37.418 ,1:45.766
22 ,44.009 ,1:45.815
53 ,1 LAP ,1:50.075
13 ,77.763 ,1:47.892
12 ,1 LAP ,1:48.563
14 ,PIT  ,1:49.447
6 ,0,1:52.810
44 ,12.111 ,1:54.267
3 ,13.682 ,1:54.751
5 ,PIT  ,1:55.780
26 ,21.486 ,1:55.744
33 ,26.037 ,1:57.640
27 ,PIT  ,1:56.019
55 ,PIT  ,1:59.170
11 ,PIT  ,2:01.348
22 ,PIT  ,2:02.841
13 ,PIT  ,2:14.201
53 ,1 LAP ,2:16.060
12 ,PIT  ,2:15.183
6 ,0,2:36.865
14 ,1 LAP ,2:46.301
44 ,1.115 ,2:25.869
3 ,2.824 ,2:26.007
26 ,4.693 ,2:20.072
33 ,PIT  ,2:16.044
5 ,16.207 ,2:34.575
27 ,31.292 ,2:36.973
11 ,43.627 ,2:34.536
22 ,53.793 ,2:36.618
55 ,56.355 ,2:55.661
53 ,PIT  ,2:18.193
13 ,97.690 ,2:35.401
12 ,1 LAP ,2:35.622
6 ,0,2:33.927
14 ,1 LAP ,2:33.837
44 ,2.842 ,2:35.654
3 ,3.648 ,2:34.751
26 ,5.341 ,2:34.575
5 ,5.997 ,2:23.717
33 ,7.404 ,2:36.115
27 ,8.320 ,2:10.955
11 ,9.241 ,1:59.541
22 ,22.481 ,2:02.615
55 ,24.951 ,2:02.523
13 ,59.299 ,1:55.536
53 ,1 LAP ,2:14.093
12 ,1 LAP ,1:54.299
14 ,138.094 ,2:17.645
6 ,0,2:41.450
44 ,0.723 ,2:39.331
3 ,1.765 ,2:39.567
26, 3.014 ,2:39.123
5 ,3.900 ,2:39.353
33 ,4.948 ,2:38.994
27 ,5.735 ,2:38.865
11 ,6.989 ,2:39.198
22 ,8.658 ,2:27.627
55 ,9.688 ,2:26.187
13 ,10.667 ,1:52.818
53 ,1 LAP ,1:51.699
12 ,1 LAP ,1:50.355
14 ,83.522 ,1:46.878
53 ,135.040 ,2:02.567
12 ,135.892 ,2:02.711
6 ,0,2:37.287
44 ,0.625 ,2:37.189
3 ,2.031 ,2:37.553
26 ,3.191 ,2:37.464
5 ,5.469 ,2:38.856
33 ,6.407 ,2:38.746
27 ,7.237 ,2:38.789
11 ,8.178 ,2:38.476
22 ,9.625 ,2:38.254
55 ,10.268 ,2:37.867
13 ,11.363 ,2:37.983
14 ,32.845 ,1:46.610
53 ,88.375 ,1:50.622
12 ,88.689 ,1:50.084
6 ,0,2:32.494
44 ,0.919 ,2:32.788
3 ,1.331 ,2:31.794
26 ,1.685 ,2:30.988
5 ,2.107 ,2:29.132
33 ,2.612 ,2:28.699
27 ,3.152 ,2:28.409
11 ,4.086 ,2:28.402
22 ,4.472 ,2:27.341
55 ,4.825 ,2:27.051
13 ,5.406 ,2:26.537
14 ,5.588 ,2:05.237
53 ,46.021 ,1:50.140
12 ,46.312 ,1:50.117
6 ,0,1:45.312
44 ,1.545 ,1:45.938
3 ,4.295 ,1:48.276
5 ,5.121 ,1:48.326
26 ,5.595 ,1:49.222
33 ,6.162 ,1:48.862
27 ,6.755 ,1:48.915
11 ,8.078 ,1:49.304
22 ,8.703 ,1:49.543
55 ,9.197 ,1:49.684
14 ,9.593 ,1:49.317
13 ,10.135 ,1:50.041
53 ,50.642 ,1:49.933
12 ,50.968 ,1:49.968
6 ,0,1:42.964
44 ,1.306 ,1:42.725
5 ,7.273 ,1:45.116
3 ,8.570 ,1:47.239
33 ,9.609 ,1:46.411
27 ,10.224 ,1:46.433
26 ,11.037 ,1:48.406
11 ,12.095 ,1:46.981
22 ,12.686 ,1:46.947
55 ,13.170 ,1:46.937
14 ,13.597 ,1:46.968
13 ,14.340 ,1:47.169
12 ,56.806 ,1:48.802
53 ,58.184 ,1:50.506
6 ,0,1:42.996
44 ,0.969 ,1:42.659
5 ,8.215 ,1:43.938
33 ,10.917 ,1:44.304
3 ,12.050 ,1:46.476
27 ,12.591 ,1:45.363
26 ,13.810 ,1:45.769
11 ,15.125 ,1:46.026
22 ,15.519 ,1:45.829
14 ,16.335 ,1:45.734
55 ,17.036 ,1:46.862
13 ,17.776 ,1:46.432
12 ,60.058 ,1:46.248
53 ,63.826 ,1:48.638
6 ,0,1:43.351
44 ,0.729 ,1:43.111
5 ,8.660 ,1:43.796
33 ,12.053 ,1:44.487
3 ,15.682 ,1:46.983
26 ,16.218 ,1:45.759
22 ,17.829 ,1:45.661
11 ,18.798 ,1:47.024
14 ,19.158 ,1:46.174
55 ,19.512 ,1:45.827
13 ,20.108 ,1:45.683
12 ,63.309 ,1:46.602
53 ,69.598 ,1:49.123
6 ,0,1:43.365
44 ,0.778 ,1:43.414
5 ,9.627 ,1:44.332
33 ,13.121 ,1:44.433
26 ,18.555 ,1:45.702
3 ,20.876 ,1:48.559
22 ,24.472 ,1:50.008
11 ,26.046 ,1:50.613
14 ,26.645 ,1:50.852
55 ,27.880 ,1:51.733
13 ,28.901 ,1:52.158
12 ,81.774 ,2:01.830
53 ,91.607 ,2:05.374
6 ,PIT  ,2:14.626
44 ,0.984 ,2:14.832
5 ,11.994 ,2:16.993
33 ,16.231 ,2:17.736
26 ,PIT  ,2:18.895
22 ,26.429 ,2:16.583
3 ,PIT  ,2:20.344
11 ,27.127 ,2:15.707
14 ,28.222 ,2:16.203
55 ,28.758 ,2:15.504
13 ,29.320 ,2:15.045
12 ,86.628 ,2:19.480
53 ,95.250 ,2:18.269
44 ,0,2:18.096
5 ,4.931 ,2:12.017
33 ,8.267 ,2:11.116
6 ,8.986 ,2:28.066
22 ,16.780 ,2:09.431
11 ,17.999 ,2:09.952
14 ,18.234 ,2:09.092
55 ,18.740 ,2:09.062
13 ,19.333 ,2:09.093
26 ,30.537 ,2:26.793
3 ,33.242 ,2:25.728
12 ,63.872 ,1:56.324
53 ,74.552 ,1:58.382
44 ,0,1:43.950
5 ,5.017 ,1:44.036
6 ,8.207 ,1:43.171
33 ,9.894 ,1:45.577
22 ,18.154 ,1:45.324
14 ,19.415 ,1:45.131
11 ,20.501 ,1:46.452
55 ,21.200 ,1:46.410
13 ,21.936 ,1:46.553
26 ,32.517 ,1:45.930
3 ,33.100 ,1:43.808
12 ,66.070 ,1:46.148
53 ,79.292 ,1:48.690
44 ,0,1:42.961
5 ,5.459 ,1:43.403
6 ,6.299 ,1:41.053
33 ,11.315 ,1:44.382
22 ,19.876 ,1:44.683
14 ,20.875 ,1:44.421
11 ,22.092 ,1:44.552
55 ,23.307 ,1:45.068
13 ,24.293 ,1:45.318
26 ,33.284 ,1:43.728
3 ,34.111 ,1:43.972
12 ,68.396 ,1:45.287
53 ,84.549 ,1:48.218
44 ,0,1:42.579
6 ,5.934 ,1:42.214
5 ,6.927 ,1:44.047
33 ,12.731 ,1:43.995
22 ,22.146 ,1:44.849
14 ,22.865 ,1:44.569
11 ,24.107 ,1:44.594
55 ,26.120 ,1:45.392
13 ,27.760 ,1:46.046
3 ,35.030 ,1:43.498
12 ,PIT  ,1:56.849
53 ,105.400 ,2:03.430
44 ,PIT  ,2:04.746
6 ,8.589 ,2:07.401
5 ,PIT  ,2:06.817
33 ,18.305 ,2:10.320
22 ,32.798 ,2:15.398
14 ,33.215 ,2:15.096
11 ,33.615 ,2:14.254
55 ,PIT  ,2:15.234
13 ,PIT  ,2:14.472
3 ,48.357 ,2:18.073
53 ,118.577 ,2:17.923
12 ,123.853 ,2:45.933
6 ,0,2:36.241
44 ,0.566 ,2:45.396
33 ,1.911 ,2:28.436
5 ,4.004 ,2:39.836
22 ,PIT  ,2:16.350
14 ,5.169 ,2:16.784
11 ,6.053 ,2:17.268
3 ,21.524 ,2:17.997
13 ,27.964 ,2:35.308
55 ,30.445 ,2:38.667
53 ,68.658 ,1:54.911
12 ,72.754 ,1:53.731
6 ,0,2:31.040
44 ,1.080 ,2:31.554
33 ,2.336 ,2:31.465
5 ,3.189 ,2:30.225
14 ,4.243 ,2:30.114
11 ,5.645 ,2:30.632
3 ,6.359 ,2:15.875
22 ,7.484 ,2:34.206
13 ,8.122 ,2:11.198
55 ,8.846 ,2:09.441
53 ,27.618 ,1:50.000
12 ,28.549 ,1:46.835
6 ,0,2:31.881
44 ,1.122 ,2:31.923
33 ,1.617 ,2:31.162
5 ,1.988 ,2:30.680
14 ,2.492 ,2:30.130
11 ,2.969 ,2:29.205
3 ,3.415 ,2:28.937
22 ,3.686 ,2:28.083
13 ,4.006 ,2:27.765
55 ,4.417 ,2:27.452
12 ,5.579 ,2:08.911
53 ,5.719 ,2:09.982
6 ,0,1:41.334
44 ,1.641 ,1:41.853
5 ,4.569 ,1:43.915
33 ,6.121 ,1:45.838
14 ,7.237 ,1:46.079
11 ,7.865 ,1:46.230
3 ,8.427 ,1:46.346
22 ,9.369 ,1:47.017
55 ,9.813 ,1:46.730
13 ,10.223 ,1:47.551
12 ,10.750 ,1:46.505
53 ,14.591 ,1:50.206
44 ,0,1:40.738
6 ,2.648 ,1:45.027
5 ,3.736 ,1:41.546
33 ,7.315 ,1:43.573
14 ,10.292 ,1:45.434
11 ,10.795 ,1:45.309
3 ,11.169 ,1:45.121
55 ,11.791 ,1:44.357
22 ,12.405 ,1:45.415
13 ,12.811 ,1:44.967
12 ,13.731 ,1:45.360
53 ,21.310 ,1:49.098
44 ,0,1:41.060
6 ,2.254 ,1:40.666
5 ,4.144 ,1:41.468
33 ,9.884 ,1:43.629
11 ,14.487 ,1:44.752
14 ,16.258 ,1:47.026
22 ,16.434 ,1:45.089
55 ,16.809 ,1:46.078
3 ,17.201 ,1:47.092
13 ,17.488 ,1:45.737
12 ,18.209 ,1:45.538
53 ,28.502 ,1:48.252
44 ,0,1:41.223
6 ,2.300 ,1:41.269
5 ,4.679 ,1:41.758
33 ,11.938 ,1:43.277
11 ,16.902 ,1:43.638
22 ,18.237 ,1:43.026
55 ,19.507 ,1:43.921
13 ,21.115 ,1:44.850
12 ,22.741 ,1:45.755
14 ,24.321 ,1:49.286
3 ,PIT  ,1:48.910
53 ,35.452 ,1:48.173
44 ,0,1:41.022
6 ,2.774 ,1:41.496
5 ,5.108 ,1:41.451
33 ,14.088 ,1:43.172
11 ,18.928 ,1:43.048
22 ,20.651 ,1:43.436
55 ,21.145 ,1:42.660
13 ,22.942 ,1:42.849
12 ,26.337 ,1:44.618
14 ,32.966 ,1:49.667
53 ,42.898 ,1:48.468
3 ,48.466 ,2:04.600
44 ,0,1:41.041
6 ,3.220 ,1:41.487
5 ,5.397 ,1:41.330
33 ,16.598 ,1:43.551
11 ,21.419 ,1:43.532
22 ,22.726 ,1:43.116
55 ,23.403 ,1:43.299
13 ,25.303 ,1:43.402
12 ,29.939 ,1:44.643
14 ,41.919 ,1:49.994
3 ,50.892 ,1:43.467
53 ,51.020 ,1:49.163
44 ,0,1:41.160
6 ,4.342 ,1:42.282
5 ,6.081 ,1:41.844
33 ,18.989 ,1:43.551
11 ,23.672 ,1:43.413
22 ,24.728 ,1:43.162
55 ,25.285 ,1:43.042
13 ,27.803 ,1:43.660
12 ,33.274 ,1:44.495
14 ,48.294 ,1:47.535
3 ,51.712 ,1:41.980
53 ,58.678 ,1:48.818
44 ,0,1:42.136
6 ,4.583 ,1:42.377
5 ,5.774 ,1:41.829
33 ,20.830 ,1:43.977
11 ,24.546 ,1:43.010
55 ,26.299 ,1:43.150
22 ,27.329 ,1:44.737
13 ,29.535 ,1:43.868
12 ,35.545 ,1:44.407
14 ,51.952 ,1:45.794
3 ,52.715 ,1:43.139
53 ,65.093 ,1:48.551
44 ,0,1:42.939
6 ,4.238 ,1:42.594
5 ,4.900 ,1:42.065
33 ,22.153 ,1:44.262
11 ,25.104 ,1:43.497
55 ,26.838 ,1:43.478
22 ,28.608 ,1:44.218
13 ,32.519 ,1:45.923
12 ,38.017 ,1:45.411
14 ,53.336 ,1:44.323
3 ,53.887 ,1:44.111
53 ,70.776 ,1:48.622
44 ,0,1:44.306
6 ,2.850 ,1:42.918
5 ,3.381 ,1:42.787
33 ,22.359 ,1:44.512
11 ,24.413 ,1:43.615
55 ,25.619 ,1:43.087
22 ,28.058 ,1:43.756
13 ,32.273 ,1:44.060
12 ,40.257 ,1:46.546
3 ,53.371 ,1:43.790
14 ,54.816 ,1:45.786
53 ,75.277 ,1:48.807
